The Founder	1	9.0	123
Bleed for This	1	9.0	106
Unbroken	9	8.33333333333	19
Unbroken	1	6.0	619
Jobs	2	6.5	75
Freeheld	1	6.0	124
Dallas Buyers Club	8	7.5	56
Dallas Buyers Club	2	9.0	656
Dallas Buyers Club	1	9.0	856
Dallas Buyers Club	1	7.0	456
Dallas Buyers Club	1	10.0	1056
Lovelace	1	6.0	28
The Bling Ring	7	5.57142857143	78
The Bling Ring	1	5.0	478
Steve Jobs	4	7.5	66
Florence Foster Jenkins	2	6.5	46
A Street Cat Named Bob	1	10.0	243
Fruitvale Station	3	7.33333333333	159
Fruitvale Station	1	9.0	959
Hacksaw Ridge	6	7.66666666667	20
Hacksaw Ridge	2	8.5	220
The Danish Girl	8	7.625	35
Love & Mercy	1	8.0	385
Anthropoid	2	7.0	169
The Railway Man	1	6.0	-116
One Chance	2	6.5	148
The King's Choice	1	7.0	-106
Miles Ahead	1	6.0	321
Trumbo	1	10.0	35
Joy	1	6.0	120
Philomena	1	9.0	161
Sully	1	6.0	169
Sully	1	9.0	369
Jackie	20	7.35	83
Saving Mr. Banks	5	7.8	240
Saving Mr. Banks	2	7.0	40
12 Years a Slave	9	8.11111111111	87
12 Years a Slave	1	7.0	287
Big Eyes	1	8.0	112
Snowden	2	7.5	34
Black Mass	1	9.0	177
The 33	1	7.0	95
Behind the Candelabra	1	8.0	588
Captain Phillips	1	9.0	855
Captain Phillips	1	7.0	55
Captain Phillips	1	8.0	455
The Theory of Everything	5	8.4	122
The Theory of Everything	1	8.0	722
Jersey Boys	4	5.75	1
Jersey Boys	1	7.0	201
Belle	1	8.0	90
Selma	1	8.0	382
The Big Short	10	7.8	27
The Big Short	1	8.0	-28
Rush	18	8.16666666667	106
Rush	1	10.0	306
Rush	1	9.0	506
The Imitation Game	1	7.0	715
The Imitation Game	4	8.75	115
The Imitation Game	1	10.0	515
The Imitation Game	1	9.0	915
Lion	3	9.33333333333	158
Testament of Youth	1	9.0	137
Testament of Youth	1	10.0	737
Hidden Figures	1	8.0	197
Unbroken	1	9.0	220
Unbroken	5	7.2	20
Loving	1	8.0	63
Jobs	1	4.0	76
Concussion	3	6.66666666667	30
Concussion	1	8.0	430
Truth	1	5.0	133
Freeheld	1	5.0	125
Dallas Buyers Club	10	7.7	57
Dallas Buyers Club	1	8.0	457
Dallas Buyers Club	1	8.0	1257
Dallas Buyers Club	2	6.5	257
Dallas Buyers Club	1	7.0	857
Lovelace	1	6.0	29
The Bling Ring	16	4.75	79
Steve Jobs	5	8.8	67
A Street Cat Named Bob	2	5.0	244
Fruitvale Station	7	7.85714285714	160
Woman in Gold	1	9.0	427
Cantinflas	1	1.0	269
Hacksaw Ridge	7	9.0	21
The Danish Girl	11	6.18181818182	36
Legend	1	10.0	577
Love & Mercy	1	7.0	386
Kill Your Darlings	1	6.0	699
One Chance	2	7.5	149
I Am Michael	1	6.0	-706
Trumbo	1	8.0	236
Trumbo	2	9.5	36
Joy	1	5.0	321
Joy	1	6.0	121
Philomena	1	8.0	162
Philomena	1	8.0	762
Sully	1	7.0	170
Jackie	14	7.07142857143	84
Saving Mr. Banks	1	8.0	41
12 Years a Slave	10	8.5	88
12 Years a Slave	1	9.0	888
Desert Dancer	1	4.0	-156
Black Mass	1	8.0	178
Black Mass	1	6.0	378
The 33	2	7.0	96
The 33	1	10.0	296
Captain Phillips	18	8.55555555556	56
Blue Caprice	1	2.0	-403
The Theory of Everything	1	10.0	323
The Theory of Everything	1	8.0	123
Jersey Boys	9	7.66666666667	2
Belle	1	8.0	91
The Lady in the Van	1	1.0	437
Selma	1	8.0	383
Difret	1	6.0	331
The Big Short	6	8.33333333333	28
Rush	14	8.64285714286	107
Rush	1	9.0	307
Rush	1	8.0	507
The Imitation Game	1	9.0	716
The Imitation Game	1	9.0	-117
Lion	1	10.0	159
Testament of Youth	1	9.0	138
Million Dollar Arm	1	7.0	431
The End of the Tour	2	8.0	33
The Founder	2	8.5	125
Hidden Figures	1	7.0	198
Pride	1	10.0	589
Bleed for This	1	7.0	108
Unbroken	6	7.33333333333	21
Unbroken	1	9.0	221
Jobs	1	7.0	277
Jobs	2	5.0	77
Concussion	1	9.0	231
Dallas Buyers Club	2	7.5	458
Dallas Buyers Club	8	8.5	58
Dallas Buyers Club	1	10.0	858
Lovelace	2	6.0	30
Marina	1	9.0	45
Rosewater	1	1.0	229
The Man Who Knew Infinity	1	7.0	153
The Bling Ring	7	5.57142857143	80
Steve Jobs	5	7.8	68
Florence Foster Jenkins	2	7.5	48
Fruitvale Station	5	8.4	161
Hacksaw Ridge	3	8.0	22
The Danish Girl	4	7.25	37
Legend	1	7.0	178
The Railway Man	2	7.0	-118
The Railway Man	1	8.0	117
One Chance	2	7.0	350
Trumbo	1	8.0	37
Trumbo	1	8.0	237
Philomena	1	4.0	163
Sully	1	7.0	371
Jackie	16	7.25	85
Saving Mr. Banks	5	8.0	42
12 Years a Slave	5	8.4	89
12 Years a Slave	1	7.0	289
Big Eyes	1	10.0	114
Big Eyes	1	7.0	914
Big Eyes	1	8.0	314
Snowden	1	9.0	36
The 33	1	7.0	97
Behind the Candelabra	2	8.0	190
Behind the Candelabra	1	8.0	590
Genius	1	7.0	337
Captain Phillips	8	8.375	57
Captain Phillips	2	7.5	257
13 Minutes	1	8.0	-352
The Theory of Everything	2	6.5	324
The Theory of Everything	1	9.0	724
The Theory of Everything	1	10.0	124
Jersey Boys	2	8.0	3
Jersey Boys	1	7.0	203
Belle	2	6.0	92
The Big Short	13	8.0	29
The Big Short	1	8.0	429
Rush	14	8.35714285714	108
Lion	1	9.0	160
The End of the Tour	1	10.0	34
The Founder	2	7.5	126
Hidden Figures	2	8.0	199
Pride	1	9.0	190
Unbroken	5	8.0	22
Jobs	3	4.66666666667	78
Jobs	1	5.0	278
The Program	1	7.0	293
Concussion	1	7.0	32
Dallas Buyers Club	11	8.0	59
Dallas Buyers Club	2	9.0	259
Lovelace	4	6.5	31
The Man Who Knew Infinity	1	7.0	154
The Bling Ring	3	6.33333333333	81
Steve Jobs	1	8.0	269
Steve Jobs	4	7.0	69
Fruitvale Station	2	9.0	162
Hacksaw Ridge	4	7.5	23
The Danish Girl	4	8.0	38
The Danish Girl	1	7.0	438
Pawn Sacrifice	1	8.0	248
Pawn Sacrifice	1	8.0	648
The King's Choice	1	9.0	-309
Miles Ahead	1	5.0	124
Trumbo	2	8.5	38
Philomena	1	8.0	164
Sully	2	7.0	172
Jackie	13	7.76923076923	86
Saving Mr. Banks	4	8.5	43
12 Years a Slave	7	8.42857142857	90
12 Years a Slave	1	8.0	490
12 Years a Slave	1	9.0	290
Snowden	1	7.0	37
Black Mass	2	6.0	180
The 33	2	9.0	98
Behind the Candelabra	2	8.0	191
Captain Phillips	18	8.55555555556	58
Captain Phillips	1	7.0	658
Captain Phillips	2	8.5	258
The Theory of Everything	3	7.33333333333	125
The Theory of Everything	2	8.0	325
Endless Poetry	2	8.0	-33
Jersey Boys	1	7.0	4
Jersey Boys	1	7.0	204
Noble	1	5.0	869
Selma	1	7.0	385
The Big Short	10	7.3	30
The Big Short	2	7.5	230
The Big Short	1	6.0	-31
The Big Short	1	10.0	630
The Big Short	1	8.0	430
Rush	2	8.5	109
Rush	1	8.0	909
Rush	1	9.0	309
The Invisible Woman	1	6.0	55
The Imitation Game	1	8.0	918
The Imitation Game	2	8.5	318
The Imitation Game	1	8.0	118
The Imitation Game	1	10.0	518
Lion	1	6.0	161
Million Dollar Arm	1	9.0	233
Million Dollar Arm	1	8.0	1233
Louis Cyr	1	9.0	-80
The Founder	1	8.0	127
Hidden Figures	1	9.0	200
Hidden Figures	1	10.0	0
Pride	2	9.0	191
Bleed for This	1	9.0	310
Bleed for This	1	7.0	110
Unbroken	2	8.5	423
Unbroken	11	7.36363636364	23
Loving	1	8.0	66
Jobs	10	5.8	79
Concussion	2	8.5	33
Concussion	1	7.0	433
Dallas Buyers Club	8	8.375	60
Dallas Buyers Club	1	8.0	260
Dallas Buyers Club	1	8.0	1260
The Man Who Knew Infinity	1	7.0	155
The Bling Ring	4	6.75	82
Steve Jobs	2	7.5	270
Steve Jobs	2	9.5	70
Florence Foster Jenkins	1	8.0	50
Fruitvale Station	4	8.25	163
Fruitvale Station	1	8.0	963
Woman in Gold	2	7.5	30
Denial	1	4.0	-3
Hacksaw Ridge	3	8.66666666667	24
Hacksaw Ridge	3	9.0	224
The Danish Girl	4	5.5	39
Legend	1	7.0	180
The Railway Man	2	7.5	-120
The Railway Man	1	9.0	119
A Quiet Passion	1	6.0	99
Foxcatcher	1	6.0	193
Foxcatcher	1	7.0	393
Trumbo	1	9.0	239
Trumbo	1	8.0	639
Trumbo	1	8.0	39
Joy	1	6.0	324
Philomena	3	9.0	165
Sully	1	10.0	373
Sully	1	8.0	173
Jackie	1	8.0	87
Saving Mr. Banks	5	7.2	244
Saving Mr. Banks	5	8.2	44
12 Years a Slave	1	10.0	291
12 Years a Slave	7	8.42857142857	91
Big Eyes	1	8.0	116
Snowden	1	7.0	238
Black Mass	1	7.0	181
The 33	2	7.5	99
A United Kingdom	1	7.0	-118
Genius	1	6.0	339
Captain Phillips	10	8.7	59
Captain Phillips	1	9.0	259
The Theory of Everything	1	8.0	326
The Theory of Everything	1	7.0	126
Jersey Boys	2	7.5	5
Jersey Boys	1	8.0	-6
The Big Short	20	7.8	31
The Big Short	1	10.0	231
Rush	12	8.41666666667	110
Diana	1	6.0	253
The Imitation Game	1	6.0	719
The Imitation Game	1	8.0	519
Lion	1	7.0	162
Dalida	1	6.0	11
Million Dollar Arm	1	8.0	1034
Hidden Figures	2	8.5	1
Pride	3	7.0	192
Nise: The Heart of Madness	1	7.0	-501
Unbroken	6	7.5	24
Jobs	5	5.4	80
The Program	1	6.0	295
Concussion	10	8.0	34
Dallas Buyers Club	4	8.0	61
Dallas Buyers Club	1	8.0	1261
The Zookeeper's Wife	1	8.0	94
Lovelace	1	5.0	33
Lovelace	1	6.0	833
The Bling Ring	2	5.5	83
Steve Jobs	2	8.0	71
Florence Foster Jenkins	1	7.0	51
Fruitvale Station	4	8.75	164
Hacksaw Ridge	6	8.0	25
The Danish Girl	1	7.0	40
Legend	1	10.0	381
Legend	1	8.0	181
Love & Mercy	1	8.0	190
Anthropoid	1	8.0	174
Kill Your Darlings	1	8.0	1303
Foxcatcher	1	5.0	194
Joy	2	6.0	125
Philomena	2	5.5	166
Sully	1	8.0	374
Jackie	4	7.75	88
Saving Mr. Banks	1	6.0	45
Saving Mr. Banks	1	10.0	-46
12 Years a Slave	7	8.14285714286	92
12 Years a Slave	1	9.0	492
12 Years a Slave	1	7.0	892
Black Mass	1	9.0	382
Black Mass	2	7.0	182
The 33	2	6.5	100
Behind the Candelabra	1	8.0	193
The Devil's Violinist	1	10.0	79
Captain Phillips	8	8.625	60
Captain Phillips	1	8.0	260
Blue Caprice	1	6.0	-607
The Theory of Everything	2	6.5	127
The Theory of Everything	1	8.0	327
Jersey Boys	1	7.0	206
Belle	1	5.0	95
The Big Short	16	7.75	32
The Big Short	2	7.0	232
Rush	6	8.33333333333	111
The Imitation Game	1	10.0	320
The Imitation Game	1	7.0	120
Lion	1	8.0	163
Testament of Youth	1	9.0	142
Testament of Youth	1	10.0	742
The End of the Tour	1	9.0	37
The Founder	1	7.0	129
Hidden Figures	1	8.0	202
Hidden Figures	5	8.6	2
Unbroken	6	7.83333333333	25
Jobs	2	5.5	81
Concussion	13	7.38461538462	35
Concussion	1	7.0	235
Mr. Turner	1	6.0	58
Dallas Buyers Club	9	8.44444444444	62
Dallas Buyers Club	1	8.0	462
Dallas Buyers Club	2	8.0	862
The Man Who Knew Infinity	1	7.0	357
The Bling Ring	1	7.0	84
Steve Jobs	7	7.57142857143	72
Steve Jobs	1	7.0	672
Fruitvale Station	1	7.0	165
Woman in Gold	1	8.0	232
Woman in Gold	1	7.0	32
Hacksaw Ridge	1	8.0	26
Set Fire to the Stars	1	8.0	-101
Legend	1	8.0	582
Legend	1	4.0	182
Anthropoid	1	10.0	175
The Railway Man	1	9.0	121
Kill Your Darlings	2	6.0	304
A Quiet Passion	1	9.0	101
One Chance	1	7.0	154
Foxcatcher	1	8.0	395
The King's Choice	1	9.0	-312
Trumbo	1	8.0	241
Trumbo	1	9.0	41
Joy	1	7.0	126
Sully	3	7.66666666667	175
Sully	1	8.0	375
Jackie	2	7.5	89
Saving Mr. Banks	2	10.0	46
12 Years a Slave	13	8.23076923077	93
12 Years a Slave	2	7.5	293
Big Eyes	1	6.0	318
Big Eyes	1	7.0	118
Snowden	1	7.0	240
Captain Phillips	1	7.0	261
Captain Phillips	5	8.8	61
Captain Phillips	1	7.0	1061
Captain Phillips	1	8.0	461
Blue Caprice	1	7.0	-608
The Theory of Everything	2	7.0	128
The Theory of Everything	1	8.0	328
The Theory of Everything	1	5.0	728
Jersey Boys	2	7.0	7
Belle	1	9.0	96
The Lady in the Van	1	7.0	-43
The Big Short	15	7.86666666667	33
The Big Short	1	8.0	233
Rush	11	8.54545454545	112
Rush	1	8.0	312
Rush	1	7.0	512
The Invisible Woman	2	5.5	58
The Imitation Game	4	8.0	121
Testament of Youth	1	5.0	543
Testament of Youth	1	7.0	343
Million Dollar Arm	1	8.0	636
The Founder	1	8.0	130
Hidden Figures	1	8.0	203
Hidden Figures	1	8.0	3
Unbroken	6	7.66666666667	26
Jobs	2	6.5	82
Jobs	1	6.0	282
Concussion	2	6.5	36
The Look of Love	1	9.0	947
The Look of Love	1	5.0	547
Mr. Turner	1	5.0	59
Truth	1	8.0	139
Freeheld	1	4.0	131
Dallas Buyers Club	12	8.5	63
Dallas Buyers Club	1	9.0	863
Dallas Buyers Club	1	10.0	-64
Dallas Buyers Club	1	5.0	263
Dallas Buyers Club	1	9.0	463
The Zookeeper's Wife	1	8.0	96
The Bling Ring	11	5.36363636364	85
The Bling Ring	2	6.0	285
Steve Jobs	4	8.0	73
Fruitvale Station	2	7.5	166
Woman in Gold	1	7.0	233
Woman in Gold	1	7.0	633
Hacksaw Ridge	1	9.0	227
Hacksaw Ridge	4	9.25	27
The Danish Girl	2	5.5	42
The Danish Girl	1	5.0	442
Love & Mercy	1	8.0	192
Anthropoid	1	8.0	176
Kill Your Darlings	1	7.0	305
Pawn Sacrifice	1	7.0	52
Foxcatcher	1	7.0	396
Trumbo	1	10.0	42
Trumbo	1	7.0	442
Sully	1	7.0	176
Jackie	4	7.25	90
Saving Mr. Banks	1	8.0	47
Saving Mr. Banks	1	8.0	247
12 Years a Slave	1	9.0	94
12 Years a Slave	1	8.0	294
Big Eyes	1	8.0	519
The Birth of a Nation	1	6.0	192
Black Mass	2	7.0	184
Black Mass	1	7.0	384
The 33	1	5.0	102
The Fifth Estate	2	8.5	173
Captain Phillips	9	7.44444444444	62
Captain Phillips	1	8.0	1262
The Theory of Everything	3	7.66666666667	129
Jersey Boys	1	9.0	208
Jersey Boys	1	7.0	8
The Lady in the Van	1	7.0	43
The Big Short	13	7.92307692308	34
Life	1	10.0	-22
Rush	2	9.0	313
Rush	13	8.0	113
Lion	1	7.0	165
Testament of Youth	1	7.0	144
Testament of Youth	1	8.0	344
The End of the Tour	2	9.0	39
Hidden Figures	3	8.66666666667	4
Hidden Figures	2	8.5	204
Unbroken	2	8.0	227
Unbroken	5	7.0	27
Unbroken	2	7.0	627
Jobs	2	6.5	83
Concussion	1	8.0	37
Dallas Buyers Club	40	8.3	64
Dallas Buyers Club	1	7.0	864
Rosewater	1	7.0	435
The Man Who Knew Infinity	2	8.0	159
The Bling Ring	4	6.0	86
Steve Jobs	2	6.5	274
Steve Jobs	2	8.0	74
Fruitvale Station	1	8.0	167
Fruitvale Station	1	9.0	367
Hacksaw Ridge	2	8.0	228
Hacksaw Ridge	4	8.75	28
Hacksaw Ridge	1	10.0	-29
The Danish Girl	3	7.0	43
Love & Mercy	3	8.66666666667	193
Foxcatcher	2	8.0	197
Foxcatcher	1	8.0	397
Trumbo	2	6.0	243
Trumbo	1	7.0	43
Joy	5	6.6	128
Sully	1	6.0	377
Sully	1	8.0	177
Jackie	3	7.66666666667	91
Saving Mr. Banks	5	7.4	48
Saving Mr. Banks	1	8.0	448
12 Years a Slave	8	8.5	95
12 Years a Slave	1	8.0	495
Big Eyes	1	8.0	120
Big Eyes	1	6.0	720
Snowden	1	7.0	42
Black Mass	1	9.0	385
Black Mass	2	6.5	185
The 33	1	7.0	103
The Fifth Estate	1	7.0	174
Captain Phillips	9	8.66666666667	63
Captain Phillips	1	8.0	463
13 Minutes	1	7.0	-358
The Theory of Everything	1	9.0	130
Jersey Boys	1	7.0	9
Selma	1	7.0	590
Selma	1	8.0	190
The Big Short	14	7.28571428571	35
The Big Short	2	8.5	235
Rush	15	8.26666666667	114
The Imitation Game	1	9.0	123
Lion	2	8.0	166
Testament of Youth	1	6.0	345
Testament of Youth	1	10.0	145
Unbroken	2	7.5	28
Unbroken	1	10.0	428
Jobs	3	8.0	84
Concussion	7	7.28571428571	38
Concussion	1	8.0	238
Gloria	1	5.0	-155
Truth	1	8.0	141
Dallas Buyers Club	28	7.92857142857	65
Dallas Buyers Club	1	9.0	465
The Zookeeper's Wife	1	8.0	98
The Bling Ring	7	5.71428571429	87
The Bling Ring	1	5.0	487
Steve Jobs	4	5.75	75
Fruitvale Station	4	8.0	168
Fruitvale Station	1	7.0	568
Fruitvale Station	1	8.0	368
Woman in Gold	1	5.0	835
Woman in Gold	1	8.0	35
Hacksaw Ridge	2	9.5	29
The Danish Girl	4	7.0	44
The Railway Man	1	9.0	124
The Railway Man	1	8.0	524
Foxcatcher	2	7.5	198
Trumbo	1	8.0	44
Joy	1	5.0	529
Philomena	1	8.0	370
Sully	1	7.0	178
Sully	1	8.0	378
Jackie	1	7.0	92
Saving Mr. Banks	1	7.0	849
Saving Mr. Banks	7	6.71428571429	49
12 Years a Slave	8	8.75	96
12 Years a Slave	1	10.0	896
Snowden	1	9.0	243
Black Mass	2	8.0	386
The Fifth Estate	1	6.0	575
Captain Phillips	6	8.33333333333	64
Blue Caprice	1	7.0	-611
The Theory of Everything	1	9.0	331
The Theory of Everything	1	7.0	131
The Theory of Everything	1	7.0	731
Jersey Boys	4	8.25	10
Maudie	1	7.0	24
The Lady in the Van	1	10.0	45
Selma	2	7.5	191
The Big Short	10	8.0	36
Rush	10	8.5	115
The Imitation Game	2	9.0	124
Testament of Youth	2	5.5	146
The End of the Tour	1	7.0	241
The Founder	1	9.0	133
Hidden Figures	1	6.0	-7
Hidden Figures	2	10.0	206
Nise: The Heart of Madness	1	8.0	105
Unbroken	3	6.0	29
Unbroken	1	7.0	829
Unbroken	1	7.0	229
Loving	1	6.0	72
Jobs	1	5.0	85
Concussion	4	8.5	39
The Look of Love	1	6.0	550
Mr. Turner	1	8.0	62
Truth	1	7.0	142
Dallas Buyers Club	13	8.07692307692	66
Dallas Buyers Club	1	9.0	266
Lovelace	1	6.0	38
Lovelace	1	6.0	438
The Bling Ring	3	4.33333333333	88
Steve Jobs	3	6.66666666667	76
Florence Foster Jenkins	2	7.0	56
A Street Cat Named Bob	1	6.0	253
Fruitvale Station	4	7.25	169
Hacksaw Ridge	3	8.0	30
Hacksaw Ridge	1	8.0	230
Queen of the Desert	1	5.0	-267
The Danish Girl	5	7.2	45
Legend	1	6.0	186
Anthropoid	1	6.0	179
The Railway Man	3	7.0	-126
Trumbo	1	8.0	245
Trumbo	1	7.0	45
Joy	1	5.0	130
Philomena	3	7.66666666667	171
Sully	3	8.33333333333	379
Jackie	1	8.0	93
Saving Mr. Banks	4	8.75	50
12 Years a Slave	1	8.0	1297
12 Years a Slave	5	8.2	97
12 Years a Slave	1	7.0	297
12 Years a Slave	1	9.0	1097
Snowden	1	10.0	44
Black Mass	1	8.0	187
Black Mass	1	8.0	387
Behind the Candelabra	1	7.0	198
The Fifth Estate	1	5.0	176
Genius	1	7.0	145
Genius	1	7.0	345
Captain Phillips	1	8.0	1265
Captain Phillips	9	8.33333333333	65
Jersey Boys	1	9.0	11
Jersey Boys	1	9.0	211
Belle	1	8.0	100
The Lady in the Van	1	6.0	246
The Lady in the Van	1	7.0	46
Selma	1	8.0	392
The Big Short	7	8.14285714286	37
Rush	11	8.72727272727	116
Rush	1	8.0	716
Rush	1	9.0	316
The Imitation Game	1	8.0	725
The Imitation Game	1	8.0	325
Lion	3	8.33333333333	168
Testament of Youth	1	10.0	547
Testament of Youth	1	9.0	347
Million Dollar Arm	2	9.0	240
Louis Cyr	1	8.0	-87
The End of the Tour	1	9.0	42
Hidden Figures	2	8.5	7
Pride	1	7.0	598
Unbroken	1	8.0	30
Loving	1	5.0	273
Jobs	1	6.0	86
Concussion	3	6.66666666667	40
Dallas Buyers Club	13	8.30769230769	67
Dallas Buyers Club	2	6.5	267
The Zookeeper's Wife	1	8.0	100
Lovelace	1	7.0	239
Lovelace	1	6.0	39
The Bling Ring	4	6.5	89
The Bling Ring	1	4.0	689
Steve Jobs	1	7.0	77
Steve Jobs	1	7.0	477
Florence Foster Jenkins	1	7.0	57
Fruitvale Station	3	8.0	170
Cantinflas	1	1.0	79
Hacksaw Ridge	2	9.0	31
The Danish Girl	1	7.0	46
Love & Mercy	2	7.0	196
Anthropoid	1	8.0	180
The Railway Man	2	8.0	-127
Pawn Sacrifice	1	8.0	456
Foxcatcher	6	6.33333333333	-1
Foxcatcher	4	7.0	0
Philomena	1	8.0	972
Philomena	1	8.0	172
Sully	1	7.0	180
Jackie	2	8.0	94
Saving Mr. Banks	3	8.0	51
12 Years a Slave	11	8.54545454545	98
12 Years a Slave	3	8.0	298
Snowden	1	8.0	45
Black Mass	2	6.5	388
The Fifth Estate	2	6.0	177
Captain Phillips	1	8.0	466
Captain Phillips	8	8.625	66
Captain Phillips	1	6.0	1066
Blue Caprice	1	4.0	412
The Theory of Everything	1	9.0	333
The Theory of Everything	1	9.0	533
Selma	1	10.0	393
The Big Short	8	6.5	38
The Big Short	1	8.0	438
Rush	4	8.75	117
Rush	3	8.66666666667	317
Rush	1	8.0	1317
Rush	1	8.0	717
The Imitation Game	2	8.5	926
The Imitation Game	2	8.5	126
The End of the Tour	1	8.0	43
The Founder	1	8.0	135
Hidden Figures	4	8.75	8
Unbroken	1	8.0	231
Unbroken	4	6.25	31
Truth	1	8.0	544
Dallas Buyers Club	10	7.3	68
Dallas Buyers Club	2	8.0	268
Lovelace	1	8.0	240
The Bling Ring	4	6.75	90
The Bling Ring	1	6.0	290
Steve Jobs	2	8.5	78
Steve Jobs	1	7.0	478
Fruitvale Station	1	7.0	171
Fruitvale Station	1	7.0	771
Woman in Gold	1	7.0	38
Hacksaw Ridge	1	8.0	232
Hacksaw Ridge	3	9.33333333333	32
Queen of the Desert	1	5.0	68
The Danish Girl	2	6.5	247
The Danish Girl	1	7.0	-48
Legend	1	7.0	188
Love & Mercy	3	7.66666666667	197
The Railway Man	3	7.33333333333	-128
Foxcatcher	15	6.8	1
Foxcatcher	9	6.22222222222	-2
Trumbo	1	8.0	47
Joy	2	7.0	132
Philomena	2	7.0	173
Sully	1	8.0	181
Jackie	2	7.0	95
Saving Mr. Banks	4	7.0	52
12 Years a Slave	6	8.16666666667	99
12 Years a Slave	1	9.0	299
12 Years a Slave	1	8.0	499
Big Eyes	1	6.0	124
Big Eyes	1	5.0	724
Behind the Candelabra	4	7.75	0
Behind the Candelabra	1	10.0	-1
Captain Phillips	4	8.5	67
Captain Phillips	1	8.0	467
Captain Phillips	1	9.0	267
The Theory of Everything	4	7.5	134
The Theory of Everything	1	8.0	934
The Theory of Everything	1	7.0	334
Jersey Boys	1	8.0	13
The Big Short	14	7.85714285714	39
The Big Short	1	10.0	239
Rush	3	8.33333333333	118
The Imitation Game	3	8.0	127
Million Dollar Arm	1	8.0	42
The End of the Tour	1	7.0	244
Hidden Figures	1	7.0	209
Hidden Figures	2	8.5	9
Pride	5	8.8	0
Pride	1	8.0	-1
Unbroken	3	6.0	32
Unbroken	1	9.0	232
Jobs	1	7.0	88
Concussion	3	8.0	42
Mr. Turner	1	7.0	65
Dallas Buyers Club	17	8.17647058824	69
Dallas Buyers Club	2	7.0	869
The Zookeeper's Wife	1	6.0	102
The Man Who Knew Infinity	1	9.0	164
The Bling Ring	1	4.0	1291
The Bling Ring	1	3.0	91
Steve Jobs	2	7.0	79
Hacksaw Ridge	1	7.0	33
The Danish Girl	2	5.5	48
The Railway Man	2	5.5	-129
Foxcatcher	5	6.4	-3
Foxcatcher	14	7.5	2
Trumbo	1	7.0	48
Trumbo	1	7.0	448
Joy	1	8.0	533
Philomena	1	8.0	574
Philomena	1	9.0	374
Sully	3	7.33333333333	182
Sully	1	5.0	382
Jackie	2	5.5	296
Jackie	1	9.0	96
Saving Mr. Banks	3	7.33333333333	53
12 Years a Slave	1	10.0	500
12 Years a Slave	1	8.0	300
12 Years a Slave	4	7.25	100
Big Eyes	3	7.0	125
Big Eyes	1	8.0	325
Black Mass	2	6.5	190
Behind the Candelabra	2	8.0	1
Behind the Candelabra	1	10.0	-2
Behind the Candelabra	1	7.0	401
The Fifth Estate	1	9.0	179
Captain Phillips	2	9.0	268
Captain Phillips	3	9.0	68
Captain Phillips	1	6.0	1068
The Theory of Everything	5	7.2	135
Belle	1	7.0	303
The Big Short	7	8.57142857143	40
The Big Short	1	8.0	240
Rush	4	7.25	119
Rush	1	1.0	319
The Imitation Game	5	8.8	128
Testament of Youth	1	9.0	150
Hidden Figures	3	8.33333333333	10
Pride	3	7.33333333333	1
Pride	1	8.0	601
Pride	1	10.0	201
Unbroken	2	6.5	33
Unbroken	1	7.0	633
Unbroken	1	7.0	233
Jobs	1	9.0	89
Dallas Buyers Club	9	7.88888888889	70
Dallas Buyers Club	1	8.0	270
Dallas Buyers Club	1	10.0	-71
The Man Who Knew Infinity	1	7.0	165
The Bling Ring	10	5.7	92
Steve Jobs	5	7.2	80
Steve Jobs	2	8.0	280
Fruitvale Station	1	10.0	373
Woman in Gold	1	9.0	240
Denial	1	7.0	-13
Hacksaw Ridge	3	9.66666666667	34
Hacksaw Ridge	2	9.0	234
Legend	1	7.0	190
Love & Mercy	3	9.0	199
The Railway Man	2	7.0	-130
Pawn Sacrifice	1	7.0	59
Foxcatcher	5	7.0	-4
Foxcatcher	7	7.57142857143	3
Joy	1	8.0	334
Philomena	1	7.0	175
Sully	1	10.0	383
Jackie	2	4.5	97
Saving Mr. Banks	2	7.5	54
Saving Mr. Banks	1	8.0	454
Saving Mr. Banks	1	7.0	254
12 Years a Slave	8	8.25	101
Black Mass	4	7.5	191
The 33	1	7.0	109
Behind the Candelabra	4	8.5	2
Behind the Candelabra	1	6.0	-3
Captain Phillips	5	7.6	269
Captain Phillips	4	8.75	69
Captain Phillips	1	9.0	1269
The Theory of Everything	4	7.25	136
The Big Short	8	7.875	41
The Big Short	1	8.0	241
Rush	11	8.27272727273	120
Rush	1	8.0	520
The Imitation Game	3	8.33333333333	129
The Imitation Game	1	9.0	729
Lion	1	8.0	172
Million Dollar Arm	1	7.0	44
Hidden Figures	2	8.5	11
Pride	4	8.0	2
Unbroken	4	6.75	34
Loving	1	8.0	77
Jobs	1	5.0	90
Jobs	2	5.5	290
Concussion	5	7.8	44
Mr. Turner	1	7.0	67
Dallas Buyers Club	14	8.0	71
The Zookeeper's Wife	1	7.0	104
Lovelace	1	8.0	43
Rosewater	1	8.0	-43
The Man Who Knew Infinity	1	7.0	166
The Bling Ring	10	6.1	93
Steve Jobs	2	8.5	81
Fruitvale Station	1	7.0	174
Hacksaw Ridge	2	8.0	235
The Danish Girl	2	9.0	50
Legend	1	7.0	191
Love & Mercy	2	9.0	0
Anthropoid	3	7.33333333333	184
The Railway Man	3	5.66666666667	-131
I Am Michael	1	7.0	-720
Foxcatcher	10	6.6	-5
Foxcatcher	1	7.0	804
